UserId,ReviewCount,AvgScore,VsOverallAvg
280e1e5ae69119655d3e47c4deefb154b17dcb0140d1d85780d5a1e98db0c3e0,29,4.07,-0.11
c70b9e445bf4464b5eff718a212ae8e919416c2c510958398cf36dca0cfc0238,29,4.93,0.75
ea30a40c1b7233baec5f3af7a0a65e8c8439db061a4149ab3a8de50df49bf6bf,29,4.03,-0.15
ce3ab552f82a545bc908fd0a342dd551f60ef9019c1c7897c8ff4078b4d09003,29,3.79,-0.39
efe29809d6cd0baf8b3a56b133f750191616ab4fd5794df75a0dff72bf239395,29,4.41,0.23
9faa1394543f2beb434e7b133a123ba94bdc1dfa5425acf0d70e325cbc826e69,29,4.24,0.06
bd2c2a9e2ca798a5b46154f6d3a1d73e365e19555b87fa6d96ba8af1d703449f,29,4.93,0.75
1f46cb591aaf05bf3362a5ef13b6f5e88e9b1c2fe0081c5ccbd40e318d5b05ad,29,4.28,0.1
cabd95956212873fd582a267530ddabd75a62553844713c18f9879f8dcfdd0af,29,4.1,-0.08
1638e7f54011c6c043795c26a0fccdd7a17e6178221ea76efa597099cec3692c,29,4.41,0.23
b5790490e1038f6c81b7562582f636f410d7994a3e11a102aa06272aa58e6664,29,4.76,0.58
d5ae037bff2eb9edee84721fa9a1ffea8290d6755e82fcd9e2b7a2a2944c6336,29,4.14,-0.04
4c091cc17bd7c6f9697e52b96894c9b4c29e2c21f0a16d138dbf630a5108a91e,29,4.66,0.48
e8d3ebc6be2f88f30721564c25274ea72e649b269c636bac0211ab08f43bdead,29,3.48,-0.7
a2a9b2304dea9c65b1a4fa24c4f53f85b5be10f536e338a36f250dbf22bed2ec,29,4.45,0.27
c8f3b614b5b53abd02e5e04b3238d9067fb500092ae89d4c203fbcee81712721,29,4.34,0.16
2598ae5bb572de5fc28027425c98424342fdab99d0812493fdcf7d6ddb7d54f8,29,4.1,-0.08
f8d75c14cb744f14df616bb53dd5fb2a47048ed69971f23877d3380f3552607c,29,4.21,0.03
7e4500824f83e8de19548e2f5806094feaab71d44ab1cb9c12a517e4f68eebd7,29,5,0.82
4a35b7c0c73db4410e77fc3ec443371333eaf9dc3b417b722c5bc65de39793c3,29,4.1,-0.08
5af5649a0e994aa06f833b02e1d2948a95d25ff54ec549aaf55924efe8ef9bc8,29,2.59,-1.59
9e8a27a1bfb0fd5a58f5704c6a3be5b223b338337135326118ff5c6d081dc6e8,29,4.31,0.13
a7a8e286953bb5c2d25b375fc564c08f74219d6b643a0daddd7cf865bcfe8472,29,4.72,0.54
0a1a10a5fe48697330ef31ecc43157b5895f89338bbeecb1635784e7da1d7a35,29,4.76,0.58
c214c5198cc600b17356b9a7e45366be7e6754984c126fe9525b344558ce6fa4,29,4.21,0.03
22ea8a7d6813353d9ed70b3553690f6dd9eda8aa99b56b245196548adc668d1f,29,4.1,-0.08
f9b979008e0c56cbd2bf120954e3dc731947ee5bc65a6f9e1ff1a771b3b44063,29,3.69,-0.49
115b6217c237b90ccecde3c2f0aff4185ef90039947d100394b8f27ae2a1888d,29,4.34,0.16
e218b65f584b9c5cb4690a00c37c0d64852884c7267e8c3f475a613400ea587a,29,4.03,-0.15
58d9e85d522f582d0db7445c4b3650e7388d920830350a1ad74f50f0867ce5fb,29,3.38,-0.8
7e057a628df6c5336ce104bebd5d769a5ca2b4fab8ec748fad229bec9c24040d,29,4.21,0.03
58033015e8db978019455c65a70b7b18a6d383769903676c89c67bd28b10825e,29,4.59,0.41
1507394e5c207b854dfbf4c854a06b26164ed3366015550ec9da00634d04cb98,29,4.34,0.16
75f877c5f742b43745464f37204af9658e58b36612237230a5914249b597581b,29,2.52,-1.66
5b4c192821dcb89f31ea179381b0c5b780947b03378b4fb7935d26c61ce6adec,29,5,0.82
85a2275baca61a2067bbe0a6a7404ab99df4b81ea31baf375d146c3c81e530e7,29,4,-0.18
cefd6b2a6194fb0f98fcf7ab1be1711648ea7bbbc7df8785a2a1dafc00c28e97,29,4.45,0.27
6a0f3674ec3e964a6adce7cd5359276d607e6666d57d85cffd264cab365427cc,29,3.62,-0.56
4b82b7c451f23049363f22030f60f2ccfc50b9fe8fb56bd308d4c005c781258a,29,4.41,0.23
ef8f4eda14c3d3fe887151e567a2d599a3246f0024e61686c100dbf58702aad0,29,4.59,0.41
75eac3404444a28a84ffa9328fb5eda4ee1967a5cb777dfa1bb2e65a227818d6,29,4.03,-0.15
49b39ac1b7cb74552f849ef3c3408426be7a4623b99ffb787632fc14197e5e82,29,4.9,0.72
4ff975ae6e7d9f8be2f9ffdc5d821b8f1b0b094a95ab1d454f1dd255f3f1cb56,29,4.55,0.37
b30928e834f5a7d24ecb127b1ec82914bc54f1144551ada6ccbceabe8f74e462,29,3.93,-0.25
74efc7d39fced755d442ce75ce5fd51231b39336e0fd76df865379a1af640bcd,29,4.93,0.75
6775f84debd407762f82d43efd22f45639fc48c38c4801197207b7c8852d0f5d,29,3.41,-0.77
d295bffec89a8604492fe208979377ec04d287e28da8b5e1e68aca7961be9aa9,29,4.72,0.54
65772aa2a09a9ede43683a44b314f1c8362c3004e1f40a72202ec08101491aef,29,3.79,-0.39
9a18e51564c2ce0bac76ba82b55dc8bfb68d90ce6e7b4cc0657d65fb657f3aa5,29,2.76,-1.42
38cd5568c04023a77b1b3fce54aec1d8613b9f5cb698cb0e30558d53bf08369f,29,4.21,0.03
87c656211c4f8a46fea97f64928eb485436dd20245fa35de9275baf26f9bf286,29,3.76,-0.42
0e1ee505425c3a770e15481318afd049288f5905531c986797d52e2a9c1fb7e9,29,5,0.82
360aedd8f4af08cb55c556affb3e66dd17f34dd30eafba5314d3040944d84f06,29,4.45,0.27
7bc657fc9b26afceb3c130ff694b700ba6f1d9eaba49024055ef95c094cf00a3,29,4.97,0.79
bde446e51657a012dec88af3bac8e307c07733b866f20c1bfa662354032b3a6a,29,4.72,0.54
5950595a8b77479737c6c130065098b835638f9c68f1a9925565c4497bcaaed7,29,4.69,0.51
2cbd8c7f9afca4d70088620272c3ebd69af0716efbf347e92c8157f911f47a63,29,4.03,-0.15
c2033ad9655d39fe00e2c7b5b9a832e951e90e955db018d3c3255fb592a4a831,29,4.45,0.27
61b0c50ce75dc94ec0176d06657f41410c98b91068fe4ee6794f004bc04181aa,29,4.38,0.2
70be7a6a4d9b552853ea0527b08c3b5fee7a4753ae0b02f82fbd1be890107d3a,28,4,-0.18
fea045f0233975145fa5acbae5911caa4c04afb766b449d3aff7573a8addef73,28,3.36,-0.82
7763a404bebaaf3f636e206a7e12620bd98d347c8b72ca8b337a750f263a47da,28,4.39,0.21
6aea49d18de850a88825b16e209a8c4fa4cdf9984cb6690c90382d6d71beca7b,28,4.82,0.64
b71c1c369449d47874ec610de77ad0795eabf6e7dd7ac0c69b2d027f9809f672,28,2.75,-1.43
880b17f4ea7f537f40466845241eeed7704e63d75c80ad3f658887218ada5855,28,4.46,0.28
e035290883eb1ef9d1401dd0d464bf44fc57b088ea5658f73c3e3a44b5d40b55,28,2.07,-2.11
fa681733553a7316b2a2cc62e7608a387309bc8b763b7b3fe8aa9bdc5fa7e327,28,4.07,-0.11
0994b2137a4afc5aead11f94e1c889ae3dceb5a97ab658070afbd5b4a92a5f37,28,5,0.82
058e4892180904dc993440ce3d6b7ee6de7654cb9a3006740a89f81c1c7e4379,28,3.14,-1.04
f7ff6222516b1a4d4abbd518338984375b67d3e991b906236a467e281a24225e,28,4.75,0.57
c31c5b639686c76c4c13c0eaf4e48d62d4b2c99e917cd2d79a626aaa48b7d278,28,3.21,-0.97
8ced7f42ac0c24a5953fae5cc88819fe015db04af1361d0d592aeca7ee26c6b1,28,5,0.82
afcf62190b80bb0382c46e0e046d8c3ec883094db36f0312e3d877fc7582ad85,28,4.29,0.11
9d17d10213090df5fad08e207315c4ed306790d007fba5e2fe2e61a339a89a22,28,3.46,-0.72
11aedfd27dc097e9be489ae179ff10074d1640b4f808d930d98486451ad56eb0,28,4.25,0.07
53cc810d6926710fc475ea5df4f6aaa03a678c99a19c882e9aa87161d0f7fcf1,28,3.79,-0.39
89bc6000145ca946eb22d3fddb1918f376f86c5ec17e15c55df00a32782ee3c9,28,4.36,0.18
ee81d7368e418eb74b9705693235283d4e2404a234719ae3269ca1ef86e5fd65,28,4.96,0.78
617132d637056680d3fb82393922cd11a7b5fb69d40d8a22d444de650c5da2f3,28,4.18,0
4545d528e6cbd689a199fd86be3d24c20da970c6d9858ce17cb11fd38b04c78a,28,4.32,0.14
5a928ae17e0f0d9ff59890f9c7777fe53e374c361cb1ec5ec71beceac06a6efa,28,1.89,-2.29
13559445a9f86fd8c71c14fa09ceb575d8a17f90a31876930a27468445e0fc1a,28,4.18,0
9601cf1221ed7eae3bf11c247896d9831e4c04adc02bcbe73b496b44252cf156,28,3.89,-0.29
fd492cd1544d39d63d1a9ed893b5dc8289da2695059aac58480c1c054af7ef0c,28,4.68,0.5
19a4d9a6675a067f2d9b1859a5d2e1c6adf4ba034663f4dfcd0538f3ae458869,28,5,0.82
18de95524042b351c75a83cf5c552d6521e3658158591c47df6472c628deff92,28,3.64,-0.54
3b7ae89cc011343b646907656140d3f6402e856f8ff2e056ab35bd620ba95e88,28,1.89,-2.29
a0c137cde853f6c95a78af5d538e062f45c3e53704d4806e84e724f015f66fa6,28,3.5,-0.68
8e9534e6707a2ac1c6ab45596fcdae4b8d3a77553db3a7b9042c652f431243eb,28,4.93,0.75
9ba8888873f7b400bf0baef96c06fcf2ad0b19be97db58426a8e9e0548a92707,28,3.61,-0.57
ede8b29f944c1385a1c075b2f38d177131f4a26b084980cd75c1a9661b445977,28,4.46,0.28
f29788cb2dc7ebd80845f8647e361fdae305c166a39e75dd4704bbc2f74b1f26,28,4.79,0.61
9d9c0d6bd55833803b1e26a2c2ebc541031ad730b6373df68eedd4905c537448,28,3.86,-0.32
2a5613bab0a44884c2b9dbeaef5f524202355cb7ce951922e10fcd8dd54ac645,28,3.71,-0.47
8386eeccc0ce6cb47b080af7865b231ed0b598783bd2108c890f4f9b58bc2483,28,4.86,0.68
15ed9df5b6c618ec2650ad12292e42789bf29a159f1eac608b155f837bb2547a,28,4.86,0.68
4b2b29de9ad61ce481763d71690e4f1ca64baed132fa8bbcb04d4f2aca0cd533,28,4.18,0
a993cc5d64792d74d7efafc1cc7b7ae93fbbd2866ca4a1796f5ea90205480d24,28,1,-3.18
52a5201c9b764c91ce7e4eee1c3862b21c932076e9368c6bba0645e2d1048927,28,2.75,-1.43
4d707c520e90c42f58fd6935098e34284f764e948c3cadff07165840d78d768d,28,4.25,0.07
a764ee9d3d5abd4f1ae3b7574b4479a757106bf1ec953ddda8e0ce02a7d3f3ae,28,3.64,-0.54
c1ff2a1b15b595b33e38e10f009f6c7fcc62867afeb7d974fe664a282e3c114e,28,3.82,-0.36
4227b1351db06db439be32a0b46c7e759bbe78aa6b1171ef5f353c6cb6a47372,28,5,0.82
299efd69b1cbca755781233d27b237138bba8a81b6941138ba60704a346a71cf,28,3.64,-0.54
4d1310dbd52d0e93dc694dce7831a217f5c73d16f7c6f1b472c907af4670af52,28,4.25,0.07
07a04faa78cd1ad004bee9815373023369db62ffd734f7ba80536943a3cb63a6,28,4.18,0
5f343136c2c42605a5639dde11345c9816490cc3f3066efb4fd2956301b4d406,28,5,0.82
d9c569a71c72d6aedf089d613023bb718806c54baa231b3c636fc6103c1586fe,28,4.5,0.32
52f6f1d9dc136067c688b7051402b5fb02b77fc70650d757c2f0437308973253,28,5,0.82
d003198f5e16a23645c668077193646a414d53498669d848b30658c8b25c1aa1,28,3.79,-0.39
b6ca26794439a7d5deedef3e971055892818da520d547003ffc950e43ec6baaa,28,4.32,0.14
3666a6d6f9f3f560cea6c126c49621fd464e7f7cd984003f02e185d59e228fa7,28,4.25,0.07
a7c3e0b900df0f81145314dbba62c3bf6548b0b074a76660e8b139d449508a3f,28,4.11,-0.07
96443b5db4af9b93429fff4153bfe3c53e1b01aa010b698ef5ca2e5fbea767b4,28,5,0.82
84b821cc8664540e7334a807012d33ada2913b352be7821b15530e5d41950310,28,4.5,0.32
1f29711f031055345a3d6577f34e509a537b4b0793bd7afc88fb99b2acbe7277,28,4.07,-0.11
d3dce0e4a37333c7a0313468f3fb344c5e33f1b83f2266f844a054c09b003990,28,4.39,0.21
8f51b477cbd54f02b59b60c6da6e6639d3bbd11f9e3454bc3358263c0164b7b9,28,4.29,0.11
10872d26913b67735e00cb87d84df07e367e39742d9afb6c1b38f5c48b0f4efb,28,3.93,-0.25
e17508864625347fa3184913e70c46a86eb98c7c48f4f468e5cf6277896fee19,28,4.57,0.39
e99ef04b5a08c1c50acb969f01b17882b31d8df20af192f270aebdbd46023b5c,28,4.75,0.57
98bb88a42a8c421e233d4a43d56442c54a0076ccb9d3eed3a14e316af4b4bf21,28,4.61,0.43
87b09d9783d77f17f2b3f6e6c78d25dd2e97369ae6665c20cd154098cfba0ce8,28,3.96,-0.22
dfe804edd77f4be0cc3993c3fed05ea39165a5f81bab73fd1d2ed4d247045c32,28,2.75,-1.43
b25bace7e1cfcd841b6453ba9cfd6d2b2a2334599ff19af19c28da1c52b22152,28,2.96,-1.22
4a2e0c574212e182947a4fd5544e54a676b822a7860603f9e7e544578ba09b6d,28,5,0.82
c8fab440b64c5e62b5736ac8b8352a1084092c4848786eb382a19bb053cf3b2f,28,5,0.82
bc65cea3ee0bb68ee629b52732707b5b69984b171246037d3d5cc716bc2a55aa,28,2.04,-2.14
9a0d0daa1d1db834f2c60e8218dc7cbbf576da403e516fd83bb1fe1cf7cb3f49,28,4.04,-0.14
2fba68f77d5d5df44eb097ed4d477042d0dadd744ebb964ef22781c50273482b,28,2.96,-1.22
3c904ca8e8ea42e458437c8a2822cefb49535ed3e091b82849eb68d86c8ad86f,28,3.79,-0.39
41e73af5e1e1e7e9fcb1cbadf0bba37102784025fd0c495348e7729012071628,28,4.04,-0.14
d23c05ae3e1e7269345cd7cfc26785197637ee10e444c3426e19718bf4e131fb,28,4.5,0.32
633e85674c9ca6a2e76fd10eaf575bce53c26d33746befc923f0eef38729b1fc,28,4.64,0.46
d39cd09f3e04c5a0b1822d52f1ab1add47def4aa5436158c6a6286836ad04fce,28,3.93,-0.25
2f953dcbc2eebec9663e8be0a4c8fe554b3ce2cce6300a870db9d1c3cc7fca0d,28,5,0.82
9d284529f5971ecb86787ede30cb285ecbbda9a1183c6fdc50357f5acdf64420,28,4.11,-0.07
5f44733741317807a1c0b7a3dd98c64b694ad503f5c6c71ced698362b246fb12,27,4.33,0.15
2b2c31656510a69b4d539e85069c6df2911c2f0a5cd00803383639659beae15a,27,3.78,-0.4
04f9649cea1cb798210df344e967b67488ff675c749544c6c396a9fb53b259c3,27,4.93,0.75
4af9a05df856520ce59c549907ecead0f3b236c6d238434877807d1c719266be,27,2,-2.18
9717156fd3dd3e455b23a49bde84ad2e64bf59e40172c4ff9fb7325ec5b082b7,27,4.93,0.75
e72429c86fe8eb55ba5b46a1097b85dc32f7e53d4e19625426a5882925d7d40d,27,4.07,-0.11
eedebf9d21be366b2200e53614d82f6c83cc46e73e445a7047bef01a7e7e4dee,27,3.44,-0.74
60f7767236cf94dc625281da7de9c902f2e4ab3520bf3586d68efd4177b242b3,27,5,0.82
69ac9b2073ed667aff73f0a14dca8439b8faa0b67864ada76a0de94270c65a4e,27,5,0.82
5cea45c9c091dc32d4eca0d615e4799fdb471e2a809c731766c3d9477d90e02d,27,5,0.82
d68846fca4f95a7603ace076a39b6d041cf7a1c7542dab934432449c5487e448,27,5,0.82
60ffd92d669dcb34b10f65f8c6db5a434a5dfc30e701156c2989794ce20ef5fc,27,5,0.82
35ac31a2eaeb88663615e58b53d4ddf6ff1d77e2a58ef34a049ed501e7ba6538,27,4,-0.18
45b3c83534514a49063b588c5d18daf99cd69579af073ccce9fffb9f8a6ca82c,27,4.7,0.52
597f6f5521e721f1c2978344763dacb34561176e3a39f8d3335c8082acd6f4af,27,4.07,-0.11
5cb12f5e8622d0c4b8ca3a7ed9d8d5ffd1813757f6ab7dbaf3c0b2d0b2567944,27,4.07,-0.11
fbec844c1fbad8a487136f399acc81666ab8cb734220ab41100c5ea401e3b2de,27,4.52,0.34
912cf191b429ccbb6dfab14617adc60bb257f161a10af4aca0b8c41f3e05caaa,27,4.7,0.52
f354289df5f93e43420ac9fc2a74052fa6891785fddd3467033269d264b21edc,27,5,0.82
9ca62a7bd3f5ce32a5c8e69e2b1912b4cbc1f23b76fb3c8edff4462729d0cf33,27,2.85,-1.33
826e4187ac969d26a8079bb14df84797887e58503d4e7239e5b12597ea5807b3,27,4.85,0.67
d297a1db621d371dcfa180fe8ec607ecc23bdbef359457c04a6e0efa5071e885,27,4.33,0.15
bf8cf5fe41df09bd8a0f4b4b2af579b608fff63af879a787170e07061eaf7884,27,4.3,0.12
953a9b81899dde0dff8c16f6e9e3890e6a55e409a9934f3cf29ff8016df06fcf,27,3.3,-0.88
b4269e16281f6f42794ba3e51f2cf2a4186bd4c37f51ec39e461be7130de484b,27,4.59,0.41
deeb3c92b608d78c3d896ec61c9d4e747d204ad08031ab79099cea49c2f25945,27,3.7,-0.48
f4f81a9059304bbbe2675a28aa7e5efd12198e8809806933124c6f94989f1c0c,27,3.7,-0.48
863de320df9d438f38904783aa4ea0a0297240255eedbe85b33060311845eb52,27,5,0.82
102e368dfca554cec9688e40edcbad90afb12a67659c4d103d43093c3c261fbe,27,3.93,-0.25
5cbe035d6f550e4b544664b40f67f3bd118c11e80a2c3eeb8e43006611082260,27,4.07,-0.11
eefb2542dc4effd9fcaf98f0ba8be409ccfc652f0f140ffaf6f217e2a0876d1d,27,3.67,-0.51
a9742a16535a890e08c0a11c18a9174a08aeb081f6a97c36d7e1cee90fc7c498,27,3.93,-0.25
a858a307b12d1ead413c20cede56ebd036e6abc8ea229c9e6f3cac2ebf8c743d,27,4.56,0.38
cb778a13136b6fb5b694bc1937f13c50a015d4fc74b2e1623dbf3811068bfc82,27,5,0.82
731290e16f6b8c1c955a4e08a004bf46425dd662f7ff34381926227d24c78a73,27,3.74,-0.44
8ce8f3eebb2e9d37829ac62f6087d20547c88531bdc364053e1c11d3a53e95cd,27,4.81,0.63
ce70aefb283c687690a2641357f0b0fcbf2191bef7e482a799c113bdd90bd6d0,27,4.78,0.6
e65bc8794507e555136a6deb7cf1485a93cdc0bc84352a661f0945a44f1d873d,27,4.7,0.52
c84e3755eab3d585887dcd768bdb8a40955b81ed4dce2bc555ca83706db51dce,27,4.96,0.78
cdb16adde878074ff01f1384ccf9c5912c037fae888bbfa09ee620bea170c487,27,4.7,0.52
02cfa5988fa9409a43f3f3884522f67efb0eab7bdab57c284887a3e326751b66,27,4.7,0.52
1324d5f6687aeb4a07e15f51853ba667fd6c5860ea08bb26e50d25ca23ec3f65,27,4.22,0.04
ff589a8ba0931f72f99b5a26455eb29f78dde493960c094b41e30ae1f011cdad,27,2.48,-1.7
3520814f4582589af389931cebe04a48a8284826c4d6bc1b3c7a664d284ed9c1,27,4.3,0.12
94521c8822b8a68a88356fb40095db4609fc540f6bd198f8f226e0902eb503a2,27,4.59,0.41
5acf3cc16f58e8b37572d991d3ecac02d09476cb743f352fd832cb23cfd1f530,27,3.93,-0.25
a55361ba6bd9d3562d6cf19c3f33aff97b5f6ed009aa009cef0504e1a58e62ff,27,4.74,0.56
20f44782f41664e96bab1ef4a8daa0f29b41ba7e9f8756779b1b92ee3768f0ba,27,3.93,-0.25
aabc622ab4b7d10326691b50c72794d0380e87b1eb47079ac1232d122beea32f,27,3.56,-0.62
18b7a429ca34523af4b8e665e1c0c7160dfee606d5f7d12ff4c6ff0258488936,27,3.78,-0.4
3b2b4d682b4286b81da230fffb36149e05aa749ae4da92d6c84d30617dccc000,27,4.59,0.41
4ce936f87c11b0bc6beaa7f6cb1c1141faf07dfe70caafe9ed855206b5a80b4c,27,4.56,0.38
aca0ea5d8ee8bb58a3290984727c5a6342efead855dbf258d60d0fda65f2cd73,27,5,0.82
4ad3f14d9917b5bbd0ad956d0049fed2dfc423290b7b55deca12ae57f082d2d5,27,4.93,0.75
2243fc1849f7d1407d151889ee41b37d0413307e2f7ba9904ce9e482537df69e,27,4,-0.18
0f43ad0e856715a044c1772143ed3598efe84b9c6068507618ef911485f78f59,27,4.59,0.41
d0cf913d6a2960e92f6452ad11dfaada674ffd3bf113e87715ea55334a38cba9,27,5,0.82
ad495c05c51f697fe099d137e332e96064b3215e0e9ac5b8788afb3c266ac08a,27,4.26,0.08
3a9e842d27cc52f4371546b7cafd4d3b0e7456564f4b7778bf3b62fcf4ede7b8,27,4.26,0.08
129dfceea9be4926aad296ae1f1f22aa9b6d8cb962b2af3c0d82c6abd5412e0b,27,4.3,0.12
f9d20aff93cabdb119024dfa86c08ccbdf1edf755fabd033ff3e8bb71c609a85,27,4.48,0.3
a922aadb7e44f7d3bfccdb03c9e0d20de409540aa4914db89ea25bd0b59f9027,27,4.52,0.34
fa4c60e8e6b2ae723bfb21eac29ca9cc7a600d372486ef6f0ac7ae56e28bf1aa,27,3.7,-0.48
3bbc5e7d06d900149fd8376e0c69c6bad34f3dd527f9f09095ee62e7c7e91fbd,27,4.63,0.45
fdcb6273a40bb32cb6ed3f110a175cd8fc7c34d62aa76081afce21d8df7ec2ab,27,5,0.82
b7b15efa61ce47d1b5d4098d524c27acb60322a6e4c611a4553d93b0dc9fef44,27,3.81,-0.37
fd8b1913ff16f419ad2bc54764d4c616151bcff6c83e0d95a63063c7e3170482,27,3.78,-0.4
42a467b38c3fb53440495ea2e71c8edc1cecea6a7a7b431bc287b6d830a4977f,27,4.44,0.26
471a5ac8ab8dcda3a40a64d0c9ae5e8b1c6e77177fafb5b80d461fc3a8b742ac,27,4,-0.18
cc0d16739ed9708151fa8e8de8513c84cd8a2080f8c84d8d896e9e3fd5df5954,27,4.22,0.04
dac809eb524502d54b2d2d3c4bfed6901dceb1b8bc454aad7c809e200c3c86f5,27,2,-2.18
a301d6016fd48d43a66fbaef94648ab07166f6bbcbd41685a6ec5bdd2b336ff3,27,4.7,0.52
2af287a48ad2c26c7cc4317b5bf99f3b0b899bb726f1932542b0d05209a46566,27,4.78,0.6
660b93f590a2f543a4d7d5e3d8640b44b2fa7c9d43980bc2bbd729ca49eebfea,27,3.7,-0.48
ee0aba119bda04aff8662b40c775d8a7f54c73263157164776fb69abb776b190,27,4.63,0.45
5aded852b5acea87c9f5a3406b9bc6724599504f46ed0a5988311b562e58af9a,27,5,0.82
39e0395c9c3c098c4c8f00b7360772263ddcdc722148475c6e6c3835351b729e,27,4.48,0.3
f733c8db6812f468520649664c4df7d5c9043fb551fb6eb03285afc3cefc57c4,27,4.22,0.04
37d08286ebce9a378f62f97a64d1edc5d3cb6000607eecaa76266c231503593a,27,4.96,0.78
d0ae7c8202772122cbfb6cb2f83042168066ca763330f1888889edea0cac5b69,26,1.88,-2.3
98a11ee2aa82783b75d84d4ca52c6c86b7a32221877adcb06daebf4eabeb96ba,26,4.5,0.32
861df6b70e36cb24d5766e2b05899b3441dc951951e746edec06fab3a3ab3d10,26,2.12,-2.06
609be230b6e1f05d7270251b82dce6d484c28c46610ab3acb8cb2d32d1798822,26,5,0.82
044dc30bdc2e89f4bc77cbb3e9502602120fac539fe4a965338bfde32da78700,26,4.85,0.67
8945bfe1a2e72c73155b496ed829f2744fb4ecde4e5ac3ba39be18d065f3ca02,26,2.04,-2.14
d7aabf792909b949e2b339a71b7d6aa4db2136e8936d6f940020a23e5a9abc77,26,3.46,-0.72
7662b0fc1cb1eb7f60d9b519ef8ce741f5caf6f925ca06e3dc3c54f44f48933c,26,3.15,-1.03
9e4ed31e4f7b9675a5cf8d5b2825c2cfde6a4906b39a41ee56556a474dcaebc3,26,5,0.82
0c5cf5fa6df81d81b1153a4167ce56f6cfb090e90e9e03aba4835a8fe644e5bf,26,4.46,0.28
b317b519697d6218cd06d2844b2a72ec4443a9c0170fc46bcb5c4018ab9cfeba,26,4,-0.18
84e1de72acfc3cda8a8d792036f06c8b82731f5a95950ee4f82040fb2321fa5a,26,3.69,-0.49
0be42507127dadc720f3ca8ecc0d798256f16da73008349992f1ea18725cd794,26,1.15,-3.03
d710af0b379720f528a818e46cb04ad92d81b59a1fb7388b12922547425bd106,26,4.88,0.7
1aac90901230512eb03d05466b5c15da8cf55dd43421068972ef514c0ca71327,26,3.46,-0.72
f6fe7719a02dba5b1d0943c7c972eb44371726bad54d47992003c42ee15faffc,26,5,0.82
daa18b132367644918e128fcac701cd1b05ea99ee31c6432fc4e4e340503fc14,26,4.42,0.24
26de23342352570d431190cbc93cee0963d08f192ed56a5d92e40e0af1f8683e,26,5,0.82
ba5331a3e29dd725a1650618fc2c652ad780e04ac511afa79425dbaa20790792,26,3.58,-0.6
2f773048fd674be09de1cd358be06d7463020843046d224fa2e561cb5e50d654,26,4.65,0.47
11051653a14773eec29ed28af70d23788a7c676b2f5b0fbd99428063e34cb47d,26,5,0.82
4266c5926d33b14958af5a6fd7488dc0f31a7939bc1ff4b6218415dbf46cc268,26,5,0.82
d07ef881b1ad43a9b425f6417fbc5de14cd765196975cc54ec4fefec114c76c4,26,4,-0.18
d28ad8c1217f686447ab2f4c85445f3bf79cfc645aec3665bd3c8a203f1991a4,26,5,0.82
00a40f9427b12adfbfad1199337234e1365967b82e6c27169e97dbf63a6cc1d5,26,3.96,-0.22
b6a09dcf2ae59109e1b050e3a223fa2b9b746255e01c1e7b867fc0fb82014f5e,26,4.12,-0.06
a948f9f309a9546a3abe7c6dd14e4fe4f5b221af61118272636e243e8d4140c7,26,4.46,0.28
03955c0c72c76db7a53f0dcca611ab9ebbb68e0ae0c3388e99cbb911ba8c33b2,26,4.62,0.44
f4c19a71883b4de4d43a7274a7061b407420a295f02896bd909b64c5ef68155e,26,4.58,0.4
b341fc50d39c265cbfbe4e8cfa2b57ddcaef87bad80e75f6da023826bed63652,26,5,0.82
56cb56a1bc457592c6dfb33ad15cc8c9f0233d7ce3fd8288eb80141b43e39f64,26,3.35,-0.83
6e4ad09b70c0a9d1ba725fb48359c76995b88d47d7ae9329ce2b69e3c538c3c1,26,4.88,0.7
7ae3c60dc42301446423338c9c185949cc045a9bca0ad123891ab11e3241f599,26,5,0.82
c2178506d9a6397f6b6768dcc864dadf632c7b3d84ab5b1eefb3571fdb5900a9,26,4.04,-0.14
1a507f9ad85ab8b25ad8bac6751a98d5bcf2f867313d1e48ab479425405ad757,26,4.96,0.78
5041014b904483fbe38d76a24541a3cc6d88ffc6077440b56fd6c9d156aed6ba,26,5,0.82
8fecc42b736f01d3333bc32d8f813bc2a5d26c5028aa39f86a1973a2361b4016,26,4.85,0.67
6cc30c881f4adde05413cbf9eeab97230ff3f78510464e8249bd966686d3fdce,26,4.54,0.36
b6af514267f6c478f87bf8ef12a7df27d6fc7e6eb9edfaed1c0274f0deeee7e0,26,4.54,0.36
3e6e32620eccb837adf78d3dff52dbd96725064ec0adc5fcdb3824db5c7c2e33,26,4.04,-0.14
4f93494635c016633a5b441637561d48a494e503d7b3b7b0c9a5866d556faa7d,26,4.88,0.7
481e780ed15dacca2959b6d79144e0bc74c520cb6e50aeefcb49a3f98018ad1b,26,5,0.82
4716bd64d4641109c6cde76c5d2e7e8ccc92954fb880bb574ff486b95a6a0d8a,26,4.54,0.36
6bf4a0dadf5240faf481d3b4b02207033d76e2614cc296e0127c85438c23b3d2,26,4.62,0.44
7dd658fb3cdd1b2f55de7fe37eb2a1ffc4c1c38c7eaa3a34aac7eb3010e956eb,26,4.88,0.7
0f1257b6088b288ad4f033a56d953f60ac83e66e4c8262a547535b0f6617bd6e,26,3.58,-0.6
4e60f00d808b1dd1e293a49307b524e522b63fe2052e5f9a9420c6297b79632c,26,4.96,0.78
da617a00c7044eac0752599dea87807fbacd72afb19aa528466ce25161accb0a,26,4.04,-0.14
